Alumno[Nombre:  Ismain Estrada Flores, Num. de Cuenta: 3220373, Edad: 24, Direccion: AV HEROE DE NACOZARI NTE, AGUASCALIENTES, AGUASCALIENTES,20140, Semestre: 8, Num. Inscripcion: 447],
Alumno[Nombre:  Nagai Torres Rojas, Num. de Cuenta: 3240374, Edad: 18, Direccion: AV MEXICO LINDO, BAJA CALIFORNIA, BAJA CALIFORNIA,22126, Semestre: 3, Num. Inscripcion: 451],
Alumno[Nombre:  Ismain Numa Perez Luna, Num. de Cuenta: 3240375, Edad: 18, Direccion: ARCOS DE BELEN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6070, Semestre: 3, Num. Inscripcion: 383],
Alumno[Nombre:  Alane Rio Medina Gonzalez, Num. de Cuenta: 3210376, Edad: 26, Direccion: CALZADA CUAUHTEMOC Y CALLE MIGUEL ALEMAN,CHIHUAHUA,CHIHUAHUA,31580, Semestre: 9, Num. Inscripcion: 347],
Alumno[Nombre:  Haruka Santiago Ortiz, Num. de Cuenta: 3230377, Edad: 22, Direccion: AV MARINA NACIONAL, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11410, Semestre: 6, Num. Inscripcion: 264],
Alumno[Nombre:  Arlena Veda Vargas Rivera, Num. de Cuenta: 3240378, Edad: 19, Direccion: NUEVA YORK, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3810, Semestre: 3, Num. Inscripcion: 289],
Alumno[Nombre:  Seida Reyes Reyes, Num. de Cuenta: 3220379, Edad: 24, Direccion: HECTOR VICTORIA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,5219, Semestre: 7, Num. Inscripcion: 398],
Alumno[Nombre:  Delvis Garcia Mendez, Num. de Cuenta: 3220380, Edad: 26, Direccion: CAMELIA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1030, Semestre: 7, Num. Inscripcion: 335],
Alumno[Nombre:  Ismain Ismain Luna Salazar, Num. de Cuenta: 3220381, Edad: 22, Direccion: AV REVOLUCION ESQ CON C ENSENADA, BAJA CALIFORNIA, BAJA CALIFORNIA,21440, Semestre: 7, Num. Inscripcion: 388],
Alumno[Nombre:  Seida Ramirez Ortiz, Num. de Cuenta: 3250382, Edad: 21, Direccion: SAN FELIPE SN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,4600, Semestre: 2, Num. Inscripcion: 468],
Alumno[Nombre:  Elber Vazquez Ramirez, Num. de Cuenta: 3220383, Edad: 26, Direccion: ALFREDO CHAVERO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6800, Semestre: 7, Num. Inscripcion: 223],
Alumno[Nombre:  Seida Reyes Dominguez, Num. de Cuenta: 3210384, Edad: 25, Direccion: CARRETERA FEDERAL 57 KM 1198, COAHUILA, COAHUILA,26832, Semestre: 10, Num. Inscripcion: 351],
Alumno[Nombre:  Fara Juarez Ortiz, Num. de Cuenta: 3220385, Edad: 27, Direccion: GRAL PEDRO ANTONIO DE LOS SANTOS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11850, Semestre: 8, Num. Inscripcion: 321],
Alumno[Nombre: Aitara Tabara Guzman Gonzalez, Num. de Cuenta: 3210386, Edad: 27, Direccion: CALZ ERMITA IZTAPALAPA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9609, Semestre: 9, Num. Inscripcion: 425],
Alumno[Nombre:  Imeda Santiago Garcia, Num. de Cuenta: 3210387, Edad: 27, Direccion: KM 32 CARRETERA PARRAL JIMENEZ,"	CHIHUAHUA",CHIHUAHUA,33925, Semestre: 10, Num. Inscripcion: 264],
Alumno[Nombre:  Elaya Elaya Dominguez Martinez, Num. de Cuenta: 3210388, Edad: 25, Direccion: 21, YUCATAN, YUCATAN,97312, Semestre: 9, Num. Inscripcion: 414],
Alumno[Nombre:  Zaharie Chavez Mendoza, Num. de Cuenta: 3240389, Edad: 20, Direccion: MONTE CASINO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,5260, Semestre: 4, Num. Inscripcion: 325],
Alumno[Nombre:  Delvis Daler Reyes Vargas, Num. de Cuenta: 3240390, Edad: 19, Direccion: INDEPENDENCIA, AGUASCALIENTES, AGUASCALIENTES,20805, Semestre: 3, Num. Inscripcion: 175],
Alumno[Nombre:  Idelia Castro Gomez, Num. de Cuenta: 3230391, Edad: 23, Direccion: AV REFORMA, PUEBLA, PUEBLA,72160, Semestre: 6, Num. Inscripcion: 430],
Alumno[Nombre:  Sensen Jimenez Moreno, Num. de Cuenta: 3230392, Edad: 22, Direccion: BLVD GUADALUPANO, AGUASCALIENTES, AGUASCALIENTES,20170, Semestre: 6, Num. Inscripcion: 258],
Alumno[Nombre:  Naraya Mendoza Sanchez, Num. de Cuenta: 3230393, Edad: 20, Direccion: CARRETERA FEDERAL 57 KM 1198, COAHUILA, COAHUILA,26832, Semestre: 5, Num. Inscripcion: 376],
Alumno[Nombre:  Alane Haruka Reyes Mendez, Num. de Cuenta: 3230394, Edad: 22, Direccion: PROL ADORATRICES, AGUASCALIENTES, AGUASCALIENTES,20126, Semestre: 5, Num. Inscripcion: 434],
Alumno[Nombre:  Aloe Medina Chavez, Num. de Cuenta: 3240395, Edad: 18, Direccion: BATALLON MID YUCATAN, YUCATAN,97780, Semestre: 3, Num. Inscripcion: 492],,
Alumno[Nombre:  Imeda Bautista Perez, Num. de Cuenta: 3230396, Edad: 21, Direccion: AVE SATURNO, BAJA CALIFORNIA, BAJA CALIFORNIA,22034, Semestre: 5, Num. Inscripcion: 180],
Alumno[Nombre:  Zaharie Mendoza Chavez, Num. de Cuenta: 3220397, Edad: 24, Direccion: TIMOTEO MENDOZA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,14100, Semestre: 7, Num. Inscripcion: 374],
Alumno[Nombre:  Vidar Ruiz Gutierrez, Num. de Cuenta: 3250398, Edad: 18, Direccion: AVEPLAN DE AYALA, BAJA CALIFORNIA, BAJA CALIFORNIA,22245, Semestre: 2, Num. Inscripcion: 299],
Alumno[Nombre:  Fara Ramirez Ortega, Num. de Cuenta: 3230399, Edad: 22, Direccion: BLVD SOLIDARIDAD, AGUASCALIENTES, AGUASCALIENTES,20928, Semestre: 6, Num. Inscripcion: 340],
Alumno[Nombre:  Idelia Ramos Estrada, Num. de Cuenta: 3250400, Edad: 19, Direccion: MEXICO TACUBA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11400, Semestre: 2, Num. Inscripcion: 539],
Alumno[Nombre:  Imeda Reyes Martinez, Num. de Cuenta: 3220401, Edad: 27, Direccion: AV JOSE MARIA ESCRIVA DE BALANGUER, AGUASCALIENTES, AGUASCALIENTES,20296, Semestre: 8, Num. Inscripcion: 407],
Alumno[Nombre:  Idelia Haruka Romero Guerrero, Num. de Cuenta: 3210402, Edad: 25, Direccion: CALLE 4TA, BAJA CALIFORNIA, BAJA CALIFORNIA,21397, Semestre: 10, Num. Inscripcion: 208],
Alumno[Nombre:  Rio Herrera Rojas, Num. de Cuenta: 3230403, Edad: 23, Direccion: AVENIDA RIO USUMACINTA, BAJA CALIFORNIA, BAJA CALIFORNIA,21395, Semestre: 5, Num. Inscripcion: 338],
Alumno[Nombre:  Veda Rivera Hernandez, Num. de Cuenta: 3240404, Edad: 18, Direccion: AV ACUEDUCTO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,13440, Semestre: 3, Num. Inscripcion: 379],
Alumno[Nombre:  Nagai Munoz Salazar, Num. de Cuenta: 3230405, Edad: 22, Direccion: CALZ LEGARIA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11410, Semestre: 6, Num. Inscripcion: 413],
Alumno[Nombre:  Elaya Guzman Ramirez, Num. de Cuenta: 3250406, Edad: 19, Direccion: ESTERLINAS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15510, Semestre: 1, Num. Inscripcion: 780],
Alumno[Nombre:  Alane Rio Castillo De la Cruz, Num. de Cuenta: 3220407, Edad: 25, Direccion: AV OLIVAR DE LOS PADRES, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1780, Semestre: 7, Num. Inscripcion: 267],
Alumno[Nombre:  Nieva Vargas Contreras, Num. de Cuenta: 3240408, Edad: 19, Direccion: AVE PASEO DE LOS PARQUES, BAJA CALIFORNIA, BAJA CALIFORNIA,22116, Semestre: 3, Num. Inscripcion: 299],
Alumno[Nombre:  Cleta Jimenez Torres, Num. de Cuenta: 3210409, Edad: 27, Direccion: AV ADOLFO LOPEZ MATEOS,QUINTANA ROO, QUINTANA ROO,77030, Semestre: 9, Num. Inscripcion: 335],
Alumno[Nombre:  Veda Moreno Aguilar, Num. de Cuenta: 3210410, Edad: 24, Direccion: LAGO GINEBRA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11470, Semestre: 9, Num. Inscripcion: 407],
Alumno[Nombre:  Elber Perez Dominguez, Num. de Cuenta: 3210411, Edad: 24, Direccion: YUCATAN, YUCATAN,97125, Semestre: 9, Num. Inscripcion: 207],,
Alumno[Nombre:  Rio Aguilar Garcia, Num. de Cuenta: 3220412, Edad: 22, Direccion: AV TAMAULIPAS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1510, Semestre: 7, Num. Inscripcion: 283],
Alumno[Nombre:  Larabi Castro Romero, Num. de Cuenta: 3220413, Edad: 23, Direccion: CALLE ISABLE LA CATOLICA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6080, Semestre: 7, Num. Inscripcion: 492],
Alumno[Nombre:  Kalani Martinez Sanchez, Num. de Cuenta: 3240414, Edad: 19, Direccion: BLVD SIGLO XXI, AGUASCALIENTES, AGUASCALIENTES,20287, Semestre: 3, Num. Inscripcion: 465],
Alumno[Nombre:  Kui Imeda Ramos Rodriguez, Num. de Cuenta: 3220415, Edad: 26, Direccion: BELLOTA, COAHUILA, COAHUILA,27989, Semestre: 8, Num. Inscripcion: 246],
Alumno[Nombre:  Nieva Elber Castro Castillo, Num. de Cuenta: 3240416, Edad: 19, Direccion: AV HEROE DE NACOZARI SUR, AGUASCALIENTES, AGUASCALIENTES,20269, Semestre: 3, Num. Inscripcion: 480],
Alumno[Nombre:  Maela Alvarez Contreras, Num. de Cuenta: 3220417, Edad: 26, Direccion: MUNICIPIO LIBRE, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3570, Semestre: 7, Num. Inscripcion: 315],
Alumno[Nombre:  Seida Rojas Gonzalez, Num. de Cuenta: 3250418, Edad: 19, Direccion: TANAMA, BAJA CALIFORNIA, BAJA CALIFORNIA,21449, Semestre: 2, Num. Inscripcion: 165],
Alumno[Nombre:  Numa Estrada Salazar, Num. de Cuenta: 3230419, Edad: 22, Direccion: CARRETERA MEXICALI ALGODONES, BAJA CALIFORNIA, BAJA CALIFORNIA,21970, Semestre: 6, Num. Inscripcion: 415],
Alumno[Nombre:  Levin Elber Dominguez Guzman, Num. de Cuenta: 3240420, Edad: 22, Direccion: CALZADA PRESIDENTE VENUSTIANO CARRANZA, BAJA CALIFORNIA, BAJA CALIFORNIA,21600, Semestre: 4, Num. Inscripcion: 288],
Alumno[Nombre:  Eloa Martinez Lopez, Num. de Cuenta: 3220421, Edad: 23, Direccion: FERROCARRIL HIDALGO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,7810, Semestre: 7, Num. Inscripcion: 225],
Alumno[Nombre:  Kalani Nagai Guzman Ruiz, Num. de Cuenta: 3250422, Edad: 19, Direccion: AV REVOLUCION, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3800, Semestre: 2, Num. Inscripcion: 254],
Alumno[Nombre:  Junio Madai Salazar Dominguez, Num. de Cuenta: 3210423, Edad: 25, Direccion: CAMINO REAL A TOLUCA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1140, Semestre: 10, Num. Inscripcion: 311],
Alumno[Nombre:  Daler Zaharie Rivera Moreno, Num. de Cuenta: 3240424, Edad: 21, Direccion: CARRETERA TLATENCO EJE 10, CIUDAD DE MEXICO, CIUDAD DE MEXICO,13100, Semestre: 4, Num. Inscripcion: 371],
Alumno[Nombre:  Coco Romero Torres, Num. de Cuenta: 3220425, Edad: 26, Direccion: CAMINO SAN ANTONIO DE LOS HORCONES, AGUASCALIENTES, AGUASCALIENTES,20905, Semestre: 8, Num. Inscripcion: 385],
Alumno[Nombre:  Junio Flores Santiago, Num. de Cuenta: 3210426, Edad: 25, Direccion: FRANCISCO MORAZAN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,7500, Semestre: 10, Num. Inscripcion: 347],
Alumno[Nombre:  Sante Mendoza Rodriguez, Num. de Cuenta: 3230427, Edad: 22, Direccion: BLVD LAZARO CARDENAS, BAJA CALIFORNIA, BAJA CALIFORNIA,21910, Semestre: 6, Num. Inscripcion: 445],
Alumno[Nombre:  Imeda Delvis Ruiz Dominguez, Num. de Cuenta: 3220428, Edad: 24, Direccion: AV VISTAS, BAJA CALIFORNIA, BAJA CALIFORNIA,22124, Semestre: 8, Num. Inscripcion: 486],
Alumno[Nombre:  Levin Mendoza Hernandez, Num. de Cuenta: 3230429, Edad: 20, Direccion: BENJAMIN DE LA MORA, AGUASCALIENTES, AGUASCALIENTES,20000, Semestre: 5, Num. Inscripcion: 218],
Alumno[Nombre:  Lartaun Ortega Vazquez, Num. de Cuenta: 3250430, Edad: 19, Direccion: MIGUEL ANGEL DE QUEVEDO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,4310, Semestre: 1, Num. Inscripcion: 780],
Alumno[Nombre:  Idelia Bautista Guerrero, Num. de Cuenta: 3240431, Edad: 19, Direccion: DEL TALLER RET 29, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15900, Semestre: 3, Num. Inscripcion: 367],
Alumno[Nombre:  Imeda Gomez Luna, Num. de Cuenta: 3210432, Edad: 26, Direccion: CARRETERA SAN NICOLAS, AGUASCALIENTES, AGUASCALIENTES,20358, Semestre: 10, Num. Inscripcion: 254],
Alumno[Nombre:  Mamen Urias Martinez Lopez, Num. de Cuenta: 3230433, Edad: 20, Direccion: CEDROS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1800, Semestre: 5, Num. Inscripcion: 164],
Alumno[Nombre:  Kui Salazar Dominguez, Num. de Cuenta: 3210434, Edad: 24, Direccion: CARRETERA PANAMERICANA AGS LEON, AGUASCALIENTES, AGUASCALIENTES,20345, Semestre: 9, Num. Inscripcion: 198],
Alumno[Nombre:  Anhara Juarez Jimenez, Num. de Cuenta: 3220435, Edad: 25, Direccion: ADOLFO DUCLO SALINAS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9140, Semestre: 7, Num. Inscripcion: 250],
Alumno[Nombre:  Kara Ramos Perez, Num. de Cuenta: 3210436, Edad: 24, Direccion: VERSALLES, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6600, Semestre: 10, Num. Inscripcion: 244],
Alumno[Nombre:  Naysa Vazquez Ramirez, Num. de Cuenta: 3240437, Edad: 21, Direccion: PUENTE DE ALVARADO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6350, Semestre: 3, Num. Inscripcion: 401],
Alumno[Nombre:  Loira Estrada Ortiz, Num. de Cuenta: 3230438, Edad: 23, Direccion: MARGARITAS, MORELOS, MORELOS,62580, Semestre: 6, Num. Inscripcion: 397],
Alumno[Nombre:  Seida Munoz Jimenez, Num. de Cuenta: 3220439, Edad: 27, Direccion: AV CARMEN SERDAN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,4919, Semestre: 8, Num. Inscripcion: 271],
Alumno[Nombre:  Imeda Chavez Rodriguez, Num. de Cuenta: 3210440, Edad: 25, Direccion: JH ESCOBEDO, AGUASCALIENTES, AGUASCALIENTES,20164, Semestre: 10, Num. Inscripcion: 420],
Alumno[Nombre:  Larabi Guzman Contreras, Num. de Cuenta: 3250441, Edad: 21, Direccion: CINCO DE FEBRERO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3660, Semestre: 2, Num. Inscripcion: 401],
Alumno[Nombre:  Idelia Nieva Sanchez Velazquez, Num. de Cuenta: 3210442, Edad: 26, Direccion: BLVD GNERAL GUSTAVO SALINAS Y/O AGUA CALIENTE, BAJA CALIFORNIA, BAJA CALIFORNIA,22024, Semestre: 9, Num. Inscripcion: 375],
Alumno[Nombre:  Seida Morales Ramos, Num. de Cuenta: 3240443, Edad: 18, Direccion: MIRADOR, CIUDAD DE MEXICO, CIUDAD DE MEXICO,14648, Semestre: 3, Num. Inscripcion: 357],
Alumno[Nombre:  Eloa Chavez Ramos, Num. de Cuenta: 3220444, Edad: 24, Direccion: DANIEL, CIUDAD DE MEXICO, CIUDAD DE MEXICO,7840, Semestre: 7, Num. Inscripcion: 281],
Alumno[Nombre:  Arlena Mendoza Cruz, Num. de Cuenta: 3230445, Edad: 22, Direccion: CHICOASEN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,14240, Semestre: 5, Num. Inscripcion: 436],
Alumno[Nombre:  Tabara Luna Herrera, Num. de Cuenta: 3250446, Edad: 18, Direccion: AV LUIS CABRERA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,10200, Semestre: 2, Num. Inscripcion: 397],
Alumno[Nombre: Aitara Ramos Munoz, Num. de Cuenta: 3210447, Edad: 24, Direccion: COLINA SAN MARCOS, BAJA CALIFORNIA, BAJA CALIFORNIA,22125, Semestre: 10, Num. Inscripcion: 381],
Alumno[Nombre:  Levin Gonzalez Chavez, Num. de Cuenta: 3240448, Edad: 23, Direccion: CARRETERA SAIN ALTO SOMBRERETE,"	ZACATECAS", ZACATECAS,99130, Semestre: 4, Num. Inscripcion: 444],
Alumno[Nombre:  Tabara Munoz Ramirez, Num. de Cuenta: 3210449, Edad: 25, Direccion: AVENIDA FRANCISCO I MADERO, BAJA CALIFORNIA, BAJA CALIFORNIA,21100, Semestre: 10, Num. Inscripcion: 289],
Alumno[Nombre:  Elimar Luna Mendoza, Num. de Cuenta: 3230450, Edad: 23, Direccion: JALISCO ESQUINA CON CHILPANCINGO, BAJA CALIFORNIA, BAJA CALIFORNIA,21120, Semestre: 5, Num. Inscripcion: 340],
Alumno[Nombre:  Alane Ortega Gomez, Num. de Cuenta: 3210451, Edad: 27, Direccion: AV BENEDICTO XVI, AGUASCALIENTES, AGUASCALIENTES,20342, Semestre: 9, Num. Inscripcion: 451],
Alumno[Nombre:  Nagai Larabi Garcia Ortega, Num. de Cuenta: 3230452, Edad: 22, Direccion: CALLE 4TA, BAJA CALIFORNIA, BAJA CALIFORNIA,21397, Semestre: 5, Num. Inscripcion: 544],
Alumno[Nombre:  Elimar Martinez Herrera, Num. de Cuenta: 3240453, Edad: 23, Direccion: PASEO DE LA SOLEDAD, AGUASCALIENTES, AGUASCALIENTES,20118, Semestre: 4, Num. Inscripcion: 106],
Alumno[Nombre:  Numa Luna Morales, Num. de Cuenta: 3250454, Edad: 19, Direccion: JAZMIN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1840, Semestre: 1, Num. Inscripcion: 969],
Alumno[Nombre:  Cleta Delvis Lopez Contreras, Num. de Cuenta: 3220455, Edad: 26, Direccion: CALZADA DE TLALPAN, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3590, Semestre: 7, Num. Inscripcion: 234],
Alumno[Nombre:  Aloe Ramos Aguilar, Num. de Cuenta: 3220456, Edad: 27, Direccion: SIGLO XXI, AGUASCALIENTES, AGUASCALIENTES,20126, Semestre: 7, Num. Inscripcion: 332],
Alumno[Nombre:  Haruka Ramos Ortega, Num. de Cuenta: 3220457, Edad: 24, Direccion: CALLE 10, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1180, Semestre: 8, Num. Inscripcion: 274],
Alumno[Nombre:  Tonino Chavez Martinez, Num. de Cuenta: 3230458, Edad: 22, Direccion: CERRO DE JESUS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,4200, Semestre: 5, Num. Inscripcion: 530],
Alumno[Nombre:  Daler Contreras Rojas, Num. de Cuenta: 3240459, Edad: 18, Direccion: INSURGENTES, TAMAULIPAS, TAMAULIPAS,89730, Semestre: 3, Num. Inscripcion: 588],
Alumno[Nombre:  Elber Luna Velazquez, Num. de Cuenta: 3220460, Edad: 22, Direccion: AV HEROE DE NACOZARI NTE, AGUASCALIENTES, AGUASCALIENTES,20140, Semestre: 7, Num. Inscripcion: 383],
Alumno[Nombre:  Seida Alvarez Gomez, Num. de Cuenta: 3210461, Edad: 25, Direccion: JUANA DE ARCO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3510, Semestre: 10, Num. Inscripcion: 406],
Alumno[Nombre:  Madai Hidaia Gutierrez Medina, Num. de Cuenta: 3220462, Edad: 25, Direccion: BLVD LAS AMERICAS, BAJA CALIFORNIA, BAJA CALIFORNIA,22100, Semestre: 7, Num. Inscripcion: 380],
Alumno[Nombre:  Tonino Reyes Mendoza, Num. de Cuenta: 3210463, Edad: 26, Direccion: AYUNTAMIENTO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,14410, Semestre: 10, Num. Inscripcion: 298],
Alumno[Nombre:  Imeda Dominguez Ortiz, Num. de Cuenta: 3210464, Edad: 24, Direccion: PROLONGACION PASEO DE LOS HEROES, BAJA CALIFORNIA, BAJA CALIFORNIA,22100, Semestre: 10, Num. Inscripcion: 188],
Alumno[Nombre:  Fara Estrada Estrada, Num. de Cuenta: 3250465, Edad: 21, Direccion: LAGO ALBERTO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11320, Semestre: 2, Num. Inscripcion: 487],
Alumno[Nombre:  Fara Rodriguez Mendez, Num. de Cuenta: 3250466, Edad: 19, Direccion: CALLE URUGUAY, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6060, Semestre: 2, Num. Inscripcion: 491],
Alumno[Nombre:  Ismain Bautista Vazquez, Num. de Cuenta: 3220467, Edad: 24, Direccion: UNO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,8100, Semestre: 8, Num. Inscripcion: 283],
Alumno[Nombre:  Maela Daler Alvarez Luna, Num. de Cuenta: 3220468, Edad: 25, Direccion: AV VITO ALESSIO ROBLES, CIUDAD DE MEXICO, CIUDAD DE MEXICO,1030, Semestre: 7, Num. Inscripcion: 371],
Alumno[Nombre:  Kui Naraya Reyes Lopez, Num. de Cuenta: 3250469, Edad: 19, Direccion: DR LUCIO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6720, Semestre: 1, Num. Inscripcion: 780],
Alumno[Nombre:  Nagai Aral Vazquez Juarez, Num. de Cuenta: 3210470, Edad: 27, Direccion: BLVD NATURA, BAJA CALIFORNIA, BAJA CALIFORNIA,22165, Semestre: 9, Num. Inscripcion: 386],
Alumno[Nombre:  Larabi Cruz Rodriguez, Num. de Cuenta: 3250471, Edad: 18, Direccion: CENTRAL DE TALABARTEROS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15230, Semestre: 2, Num. Inscripcion: 527],
Alumno[Nombre:  Arlena Torres Salazar, Num. de Cuenta: 3250472, Edad: 18, Direccion: RUBEN BLANCO, COAHUILA,"	COAHUILA",26813, Semestre: 2, Num. Inscripcion: 183],
Alumno[Nombre:  Anhara Romero Castillo, Num. de Cuenta: 3250473, Edad: 18, Direccion: JAIME NUNO, CIUDAD DE MEXICO, CIUDAD DE MEXICO,7230, Semestre: 2, Num. Inscripcion: 385],
Alumno[Nombre:  Numa Delvis Estrada Perez, Num. de Cuenta: 3210474, Edad: 26, Direccion: ANDRES MOLINA ENRIQUEZ, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9440, Semestre: 10, Num. Inscripcion: 338],
Alumno[Nombre:  Anhara Rivera Jimenez, Num. de Cuenta: 3240475, Edad: 20, Direccion: ALHELI, AGUASCALIENTES, AGUASCALIENTES,20263, Semestre: 3, Num. Inscripcion: 204],
Alumno[Nombre:  Nieva Mendez Mendoza, Num. de Cuenta: 3220476, Edad: 23, Direccion: AVENIDA VILLA BRAZ, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9700, Semestre: 7, Num. Inscripcion: 278],
Alumno[Nombre:  Arlena Castro Castillo, Num. de Cuenta: 3230477, Edad: 22, Direccion: AV CAFETALES, CIUDAD DE MEXICO, CIUDAD DE MEXICO,14387, Semestre: 6, Num. Inscripcion: 468],
Alumno[Nombre: Ananda Tabara Moreno Alvarez, Num. de Cuenta: 3230478, Edad: 21, Direccion: SUR 81, CIUDAD DE MEXICO, CIUDAD DE MEXICO,15820, Semestre: 5, Num. Inscripcion: 343],
Alumno[Nombre:  Sante Maela Flores Gutierrez, Num. de Cuenta: 3230479, Edad: 23, Direccion: PERIFERICO SUR, CIUDAD DE MEXICO, CIUDAD DE MEXICO,14080, Semestre: 5, Num. Inscripcion: 287],
Alumno[Nombre:  Sante Jimenez Contreras, Num. de Cuenta: 3230480, Edad: 23, Direccion: CARRETERA AHOME LOS MOCHIS, SINALOA, SINALOA,81318, Semestre: 5, Num. Inscripcion: 573],
Alumno[Nombre: Ananda Flores Medina, Num. de Cuenta: 3240481, Edad: 20, Direccion: ERMITA, BAJA CALIFORNIA, BAJA CALIFORNIA,22105, Semestre: 4, Num. Inscripcion: 370],
Alumno[Nombre:  Zaharie Gonzalez Luna, Num. de Cuenta: 3220482, Edad: 26, Direccion: CARRETERA MEXICALI STA ISABEL, BAJA CALIFORNIA, BAJA CALIFORNIA,21137, Semestre: 7, Num. Inscripcion: 206],
Alumno[Nombre:  Anhara Ramirez Castillo, Num. de Cuenta: 3230483, Edad: 22, Direccion: OAXACA, COAHUILA, COAHUILA,25640, Semestre: 5, Num. Inscripcion: 316],
Alumno[Nombre:  Urias Medina Ortega, Num. de Cuenta: 3250484, Edad: 18, Direccion: INDEPENDENCIA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,6050, Semestre: 1, Num. Inscripcion: 650],
Alumno[Nombre:  Delvis Aguilar Guerrero, Num. de Cuenta: 3250485, Edad: 19, Direccion: CARLOS LAZO S/N, CIUDAD DE MEXICO, CIUDAD DE MEXICO,11870, Semestre: 2, Num. Inscripcion: 496],
Alumno[Nombre: Aitara Zaharie Moreno Reyes, Num. de Cuenta: 3240486, Edad: 21, Direccion: AVENIDA FRONTERA, BAJA CALIFORNIA, BAJA CALIFORNIA,22010, Semestre: 4, Num. Inscripcion: 167],
Alumno[Nombre:  Hidaia Gomez Gonzalez, Num. de Cuenta: 3220487, Edad: 26, Direccion: SEGUNDA BENITO JUAREZ, BAJA CALIFORNIA, BAJA CALIFORNIA,22000, Semestre: 7, Num. Inscripcion: 333],
Alumno[Nombre:  Naraya Nieva Jimenez Hernandez, Num. de Cuenta: 3210488, Edad: 24, Direccion: CALZADA INDEPENDENCIA, BAJA CALIFORNIA, BAJA CALIFORNIA,21259, Semestre: 10, Num. Inscripcion: 218],
Alumno[Nombre:  Kara Reyes Hernandez, Num. de Cuenta: 3240489, Edad: 20, Direccion: ESTADO DE ZACATECAS, CIUDAD DE MEXICO, CIUDAD DE MEXICO,7550, Semestre: 4, Num. Inscripcion: 240],
Alumno[Nombre:  Kara Moreno Dominguez, Num. de Cuenta: 3240490, Edad: 23, Direccion: VERACRUZ, BAJA CALIFORNIA, BAJA CALIFORNIA,22056, Semestre: 4, Num. Inscripcion: 367],
Alumno[Nombre:  Aral Lopez Dominguez, Num. de Cuenta: 3220491, Edad: 24, Direccion: CALZADA HEROICA PUEBLA, BAJA CALIFORNIA, BAJA CALIFORNIA,21620, Semestre: 8, Num. Inscripcion: 271],
Alumno[Nombre:  Delvis Gutierrez Mendez, Num. de Cuenta: 3240492, Edad: 21, Direccion: CUAUHTEMOC, CIUDAD DE MEXICO, CIUDAD DE MEXICO,3310, Semestre: 3, Num. Inscripcion: 363],
Alumno[Nombre:  Vidar Madai Guzman Diaz, Num. de Cuenta: 3210493, Edad: 25, Direccion: ALDAMA, CIUDAD DE MEXICO, CIUDAD DE MEXICO,9900, Semestre: 10, Num. Inscripcion: 430],
